PROJECT	ASSAY	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PXD000948	36440	34	34	NA	NA	NA
PXD000948	36441	121	120	1	3	NA
PXD000948	36442	341	338	3	NA	NA
PXD000948	36443	927	912	15	14	1
PXD000948	36444	388	385	3	13	NA
PXD000948	36445	176	176	NA	NA	NA
PXD000948	36446	378	377	1	5	NA
PXD000948	36447	116	116	NA	NA	NA
PXD000948	36448	166	166	NA	NA	NA
PXD000948	36449	185	184	1	NA	NA
PXD000948	36449	116	116	NA	NA	NA
PXD000948	36449	166	166	NA	NA	NA
PXD000948	36449	176	176	NA	NA	NA
PXD000948	36449	378	377	1	5	NA
PXD000948	36449	927	912	15	14	1
PXD000948	36449	388	385	3	13	NA
PXD000948	36449	354	350	4	NA	NA
PXD000948	36449	295	294	1	5	NA
PXD000948	36449	202	202	NA	6	NA
PXD000948	36449	263	256	7	7	3
PXD000948	36450	39	39	NA	2	NA
PXD000948	36451	196	192	4	NA	NA
PXD000948	36452	34	34	NA	NA	NA
PXD000948	36453	82	82	NA	NA	NA
PXD000948	36454	272	268	4	4	NA
PXD000948	36455	242	240	2	NA	NA
PXD000948	36456	270	261	9	9	NA
PXD000948	36457	651	631	20	6	1
PXD000948	36458	7	7	NA	NA	NA
PXD000948	36459	297	293	4	11	NA
PXD000948	36460	495	494	1	17	NA
PXD000948	36461	96	95	1	4	1
PXD000948	36462	159	158	1	1	NA
PXD000948	36463	114	111	3	NA	NA
PXD000948	36464	174	173	1	2	NA
PXD000948	36465	172	170	2	1	NA
PXD000948	36466	220	215	5	2	3
PXD000948	36467	107	106	1	2	NA
PXD000948	36468	195	193	2	6	NA
PXD000948	36469	477	474	3	5	NA
PXD000948	36470	35	34	1	NA	NA
PXD000948	36471	143	142	1	NA	NA
PXD000948	36472	162	161	1	NA	NA
PXD000948	36473	159	158	1	NA	NA
PXD000948	36474	88	88	NA	NA	NA
PXD000948	36475	115	115	NA	NA	NA
PXD000948	36476	64	63	1	NA	NA
PXD000948	36477	21	20	1	NA	NA
PXD000948	36478	57	57	NA	NA	NA
PXD000948	36479	67	67	NA	NA	NA
PXD000948	36480	82	82	NA	NA	NA
PXD000948	36481	28	28	NA	NA	NA
PXD000948	36482	18	18	NA	NA	NA
PXD000948	36483	32	32	NA	NA	NA
PXD000948	36484	2	2	NA	NA	NA
PXD000948	36485	190	189	1	6	NA
PXD000948	36486	137	135	2	2	NA
PXD000948	36487	343	339	4	18	NA
PXD000948	36488	284	283	1	1	NA
PXD000948	36489	314	311	3	1	NA
PXD000948	36490	81	80	1	NA	NA
PXD000948	36491	132	131	1	1	1
PXD000948	36492	21	21	NA	NA	NA
PXD000948	36493	142	142	NA	3	NA
PXD000948	36494	33	33	NA	NA	NA
PXD000948	36494	72	71	1	NA	NA
PXD000948	36494	47	47	NA	NA	NA
PXD000948	36494	87	85	2	5	2
PXD000948	36494	15	15	NA	3	NA
PXD000948	36494	90	84	6	6	4
PXD000948	36494	10	10	NA	NA	NA
PXD000948	36494	221	217	4	3	2
PXD000948	36494	250	243	7	9	2
PXD000948	36494	278	274	4	6	1
PXD000948	36494	503	497	6	6	NA
PXD000948	36495	281	278	3	6	2
PXD000948	36496	202	202	NA	NA	NA
PXD000948	36497	139	134	5	8	NA
PXD000948	36498	72	71	1	NA	NA
PXD000948	36499	47	47	NA	NA	NA
PXD000948	36500	123	122	1	NA	NA
PXD000948	36501	53	51	2	NA	NA
PXD000948	36502	4	4	NA	NA	NA
PXD000948	36503	23	22	1	NA	NA
PXD000948	36504	508	507	1	13	NA
PXD000948	36505	73	73	NA	NA	NA
PXD000948	36506	35	35	NA	NA	NA
PXD000948	36507	235	235	NA	NA	NA
PXD000948	36507	218	217	1	5	NA
PXD000948	36507	35	35	NA	NA	NA
PXD000948	36507	20	20	NA	1	NA
PXD000948	36507	186	184	2	1	NA
PXD000948	36507	52	52	NA	1	NA
PXD000948	36507	9	9	NA	NA	NA
PXD000948	36507	23	22	1	NA	NA
PXD000948	36507	49	49	NA	1	NA
PXD000948	36508	52	52	NA	1	NA
PXD000948	36509	186	184	2	1	NA
PXD000948	36510	77	76	1	NA	NA
PXD000948	36511	25	25	NA	NA	NA
PXD000948	36512	62	60	2	3	NA
PXD000948	36513	128	128	NA	NA	NA
PXD000948	36514	59	57	2	3	1
PXD000948	36515	38	35	3	NA	NA
PXD000948	36516	11	11	NA	NA	NA
PXD000948	36517	53	53	NA	NA	NA
PXD000948	36517	62	60	2	3	NA
PXD000948	36517	25	25	NA	NA	NA
PXD000948	36517	77	76	1	NA	NA
PXD000948	36517	11	11	NA	NA	NA
PXD000948	36517	38	35	3	NA	NA
PXD000948	36517	59	57	2	3	1
PXD000948	36517	128	128	NA	NA	NA
PXD000948	36517	30	30	NA	NA	NA
PXD000948	36517	128	127	1	NA	1
PXD000948	36518	224	223	1	3	NA
PXD000948	36519	328	327	1	4	NA
PXD000948	36520	60	60	NA	NA	NA
PXD000948	36521	128	121	7	11	NA
PXD000948	36522	29	29	NA	1	NA
PXD000948	36523	20	20	NA	NA	NA
PXD000948	36524	36	35	1	1	NA
PXD000948	36525	239	239	NA	NA	NA
PXD000948	36526	523	519	4	12	NA
PXD000948	36527	30	30	NA	NA	NA
PXD000948	36528	21	21	NA	NA	NA
PXD000948	36529	87	87	NA	3	NA
PXD000948	36530	217	213	4	2	NA
PXD000948	36531	177	177	NA	4	NA
PXD000948	36532	13	13	NA	NA	NA
PXD000948	36532	422	421	1	2	NA
PXD000948	36532	176	176	NA	6	NA
PXD000948	36532	858	855	3	12	NA
PXD000948	36532	223	222	1	13	NA
PXD000948	36532	1069	1035	34	17	1
PXD000948	36532	498	485	13	6	NA
PXD000948	36532	43	42	1	1	1
PXD000948	36532	561	545	16	23	2
PXD000948	36532	282	277	5	8	NA
PXD000948	36532	227	223	4	6	NA
PXD000948	36533	422	421	1	2	NA
PXD000948	36534	176	176	NA	6	NA
PXD000948	36535	858	855	3	12	NA
PXD000948	36536	223	222	1	13	NA
PXD000948	36537	1069	1035	34	17	1
PXD000948	36538	498	485	13	6	NA
PXD000948	36539	85	85	NA	NA	NA
PXD000948	36540	561	545	16	23	2
PXD000948	36541	43	42	1	1	1
PXD000948	36542	190	189	1	1	NA
PXD000948	36543	225	224	1	13	NA
PXD000948	36544	14	14	NA	NA	NA
PXD000948	36545	112	112	NA	5	NA
PXD000948	36546	571	570	1	10	NA
PXD000948	36547	241	238	3	3	NA
PXD000948	36548	871	864	7	10	NA
PXD000948	36549	725	713	12	9	NA
PXD000948	36550	777	769	8	12	NA
PXD000948	36551	869	861	8	11	NA
PXD000948	36552	869	861	8	11	NA
PXD000948	36552	242	240	2	NA	NA
PXD000948	36552	272	268	4	4	NA
PXD000948	36552	651	631	20	6	1
PXD000948	36552	270	261	9	9	NA
PXD000948	36552	297	293	4	11	NA
PXD000948	36552	7	7	NA	NA	NA
PXD000948	36552	132	131	1	1	NA
PXD000948	36552	113	107	6	3	NA
PXD000948	36552	283	278	5	NA	NA
PXD000948	36553	85	85	NA	NA	NA
PXD000948	36554	134	133	1	NA	NA
PXD000948	36555	167	167	NA	1	NA
PXD000948	36556	86	86	NA	NA	NA
PXD000948	36557	48	48	NA	NA	NA
PXD000948	36558	129	129	NA	NA	NA
PXD000948	36559	103	103	NA	NA	NA
PXD000948	36560	243	239	4	21	NA
PXD000948	36561	260	257	3	7	NA
PXD000948	36562	112	110	2	NA	NA
PXD000948	36563	259	259	NA	5	NA
PXD000948	36564	225	220	5	3	NA
PXD000948	36565	158	157	1	4	NA
PXD000948	36566	17	17	NA	NA	NA
PXD000948	36567	64	64	NA	NA	NA
PXD000948	36567	225	220	5	3	NA
PXD000948	36567	158	157	1	4	NA
PXD000948	36567	130	129	1	2	NA
PXD000948	36567	104	103	1	2	NA
PXD000948	36567	247	247	NA	1	NA
PXD000948	36567	142	142	NA	4	NA
PXD000948	36567	68	68	NA	1	NA
PXD000948	36567	296	296	NA	8	NA
PXD000948	36567	1	1	NA	NA	NA
PXD000948	36567	109	105	4	7	2
PXD000948	36568	150	150	NA	NA	NA
PXD000948	36569	29	28	1	NA	NA
PXD000948	36570	225	224	1	NA	NA
PXD000948	36571	23	23	NA	NA	NA
PXD000948	36571	63	63	NA	NA	NA
PXD000948	36571	68	68	NA	NA	NA
PXD000948	36571	127	126	1	NA	NA
PXD000948	36571	149	149	NA	NA	NA
PXD000948	36571	143	143	NA	NA	NA
PXD000948	36571	78	78	NA	NA	NA
PXD000948	36571	621	617	4	9	NA
PXD000948	36571	824	820	4	13	NA
PXD000948	36571	842	831	11	8	NA
PXD000948	36571	501	487	14	13	NA
PXD000948	36572	63	63	NA	NA	NA
PXD000948	36573	68	68	NA	NA	NA
PXD000948	36574	127	126	1	NA	NA
PXD000948	36575	143	143	NA	NA	NA
PXD000948	36576	149	149	NA	NA	NA
PXD000948	36577	621	617	4	9	NA
PXD000948	36578	78	78	NA	NA	NA
PXD000948	36579	824	820	4	13	NA
PXD000948	36580	354	350	4	NA	NA
PXD000948	36581	295	294	1	5	NA
PXD000948	36582	155	154	1	NA	NA
PXD000948	36582	167	167	NA	1	NA
PXD000948	36582	314	308	6	NA	NA
PXD000948	36582	120	119	1	NA	NA
PXD000948	36582	251	248	3	9	NA
PXD000948	36582	112	111	1	7	1
PXD000948	36582	341	338	3	NA	NA
PXD000948	36582	121	120	1	3	NA
PXD000948	36582	34	34	NA	NA	NA
PXD000948	36582	58	58	NA	1	NA
PXD000948	36583	167	167	NA	1	NA
PXD000948	36584	202	202	NA	6	NA
PXD000948	36585	263	256	7	7	3
PXD000948	36586	112	111	1	7	1
PXD000948	36587	251	248	3	9	NA
PXD000948	36588	120	119	1	NA	NA
PXD000948	36589	314	308	6	NA	NA
PXD000948	36590	151	151	NA	NA	NA
PXD000948	36591	124	123	1	NA	NA
PXD000948	36591	109	109	NA	NA	NA
PXD000948	36591	47	47	NA	NA	NA
PXD000948	36591	95	95	NA	NA	NA
PXD000948	36591	68	68	NA	NA	NA
PXD000948	36591	124	121	3	NA	NA
PXD000948	36591	242	241	1	NA	NA
PXD000948	36591	114	112	2	NA	NA
PXD000948	36591	123	121	2	NA	NA
PXD000948	36591	117	117	NA	NA	NA
PXD000948	36591	170	170	NA	NA	NA
PXD000948	36592	109	109	NA	NA	NA
PXD000948	36593	154	150	4	NA	NA
PXD000948	36594	110	110	NA	NA	NA
PXD000948	36595	83	83	NA	NA	NA
PXD000948	36596	95	95	NA	NA	NA
PXD000948	36597	95	95	NA	NA	NA
PXD000948	36598	47	47	NA	NA	NA
PXD000948	36599	68	68	NA	NA	NA
PXD000948	36600	206	201	5	4	NA
PXD000948	36601	126	125	1	1	NA
PXD000948	36602	234	232	2	NA	NA
PXD000948	36603	99	98	1	NA	1
PXD000948	36604	105	100	5	4	NA
PXD000948	36605	30	30	NA	NA	NA
PXD000948	36607	128	127	1	NA	1
PXD000948	36608	38	38	NA	NA	NA
PXD000948	36608	53	52	1	NA	1
PXD000948	36608	206	201	5	4	NA
PXD000948	36608	126	125	1	1	NA
PXD000948	36608	234	232	2	NA	NA
PXD000948	36608	99	98	1	NA	1
PXD000948	36608	105	100	5	4	NA
PXD000948	36608	468	467	1	10	NA
PXD000948	36608	53	52	1	NA	NA
PXD000948	36608	266	264	2	10	NA
PXD000948	36608	37	37	NA	NA	NA
PXD000948	36609	53	52	1	NA	1
PXD000948	36610	289	287	2	4	NA
PXD000948	36611	296	296	NA	5	NA
PXD000948	36612	167	165	2	2	NA
PXD000948	36613	313	307	6	2	NA
PXD000948	36614	543	540	3	3	NA
PXD000948	36615	350	348	2	1	NA
PXD000948	36616	98	98	NA	NA	NA
PXD000948	36616	49	43	6	NA	NA
PXD000948	36616	37	37	NA	NA	NA
PXD000948	36616	45	44	1	NA	NA
PXD000948	36616	15	15	NA	NA	NA
PXD000948	36616	25	25	NA	1	NA
PXD000948	36616	29	28	1	NA	NA
PXD000948	36616	14	13	1	NA	NA
PXD000948	36616	21	21	NA	NA	NA
PXD000948	36616	96	96	NA	1	NA
PXD000948	36617	121	120	1	NA	NA
PXD000948	36618	256	254	2	6	NA
PXD000948	36619	18	18	NA	1	NA
PXD000948	36620	68	68	NA	1	NA
PXD000948	36621	1	1	NA	NA	NA
PXD000948	36622	296	296	NA	8	NA
PXD000948	36623	104	103	1	2	NA
PXD000948	36624	130	129	1	2	NA
PXD000948	36625	142	142	NA	4	NA
PXD000948	36626	247	247	NA	1	NA
PXD000948	36627	97	97	NA	NA	NA
PXD000948	36627	62	62	NA	NA	NA
PXD000948	36627	350	348	2	1	NA
PXD000948	36627	543	540	3	3	NA
PXD000948	36627	313	307	6	2	NA
PXD000948	36627	167	165	2	2	NA
PXD000948	36627	296	296	NA	5	NA
PXD000948	36627	289	287	2	4	NA
PXD000948	36627	18	18	NA	1	NA
PXD000948	36627	256	254	2	6	NA
PXD000948	36627	121	120	1	NA	NA
PXD000948	36628	109	105	4	7	2
PXD000948	36629	62	62	NA	NA	NA
PXD000948	36630	250	243	7	9	2
PXD000948	36631	221	217	4	3	2
PXD000948	36632	10	10	NA	NA	NA
PXD000948	36633	90	84	6	6	4
PXD000948	36634	182	178	4	NA	NA
PXD000948	36635	170	170	NA	NA	NA
PXD000948	36635	182	178	4	NA	NA
PXD000948	36635	131	126	5	4	3
PXD000948	36635	152	150	2	4	NA
PXD000948	36635	87	87	NA	3	NA
PXD000948	36635	21	21	NA	NA	NA
PXD000948	36635	128	121	7	11	NA
PXD000948	36635	60	60	NA	NA	NA
PXD000948	36635	20	20	NA	NA	NA
PXD000948	36635	29	29	NA	1	NA
PXD000948	36636	503	497	6	6	NA
PXD000948	36637	278	274	4	6	1
PXD000948	36638	152	150	2	4	NA
PXD000948	36639	131	126	5	4	3
PXD000948	36640	15	15	NA	3	NA
PXD000948	36641	15	15	NA	NA	NA
PXD000948	36642	37	37	NA	NA	NA
PXD000948	36643	21	21	NA	NA	NA
PXD000948	36644	29	28	1	NA	NA
PXD000948	36645	176	175	1	NA	NA
PXD000948	36646	209	209	NA	NA	NA
PXD000948	36647	178	178	NA	3	NA
PXD000948	36647	72	71	1	2	NA
PXD000948	36647	142	142	NA	3	NA
PXD000948	36647	2	2	NA	NA	NA
PXD000948	36647	21	21	NA	NA	NA
PXD000948	36647	132	131	1	1	1
PXD000948	36647	81	80	1	NA	NA
PXD000948	36647	139	134	5	8	NA
PXD000948	36647	202	202	NA	NA	NA
PXD000948	36647	281	278	3	6	2
PXD000948	36648	107	107	NA	1	NA
PXD000948	36649	2	2	NA	NA	NA
PXD000948	36650	113	107	6	3	NA
PXD000948	36651	132	131	1	1	NA
PXD000948	36652	283	278	5	NA	NA
PXD000948	36653	6	6	NA	NA	NA
PXD000948	36653	444	442	2	8	NA
PXD000948	36653	242	242	NA	6	NA
PXD000948	36653	87	87	NA	5	NA
PXD000948	36653	39	39	NA	2	NA
PXD000948	36653	142	142	NA	2	NA
PXD000948	36653	196	192	4	NA	NA
PXD000948	36653	34	34	NA	NA	NA
PXD000948	36653	34	34	NA	NA	NA
PXD000948	36653	1	1	NA	NA	NA
PXD000948	36654	444	442	2	8	NA
PXD000948	36655	242	242	NA	6	NA
PXD000948	36656	87	87	NA	5	NA
PXD000948	36657	142	142	NA	2	NA
PXD000948	36658	34	34	NA	NA	NA
PXD000948	36659	1	1	NA	NA	NA
PXD000948	36660	209	206	3	2	NA
PXD000948	36661	159	157	2	NA	NA
PXD000948	36662	299	299	NA	NA	NA
PXD000948	36663	164	164	NA	2	NA
PXD000948	36664	353	352	1	12	NA
PXD000948	36665	212	212	NA	3	NA
PXD000948	36666	314	310	4	3	NA
PXD000948	36667	107	105	2	NA	NA
PXD000948	36668	166	164	2	NA	NA
PXD000948	36669	309	307	2	13	NA
PXD000948	36670	151	151	NA	NA	NA
PXD000948	36671	255	254	1	NA	NA
PXD000948	36672	63	63	NA	4	NA
PXD000948	36673	115	114	1	2	NA
PXD000948	36674	88	88	NA	NA	NA
PXD000948	36675	69	69	NA	NA	NA
PXD000948	36676	70	70	NA	NA	NA
PXD000948	36677	62	62	NA	NA	NA
PXD000948	36678	205	203	2	NA	NA
PXD000948	36679	25	25	NA	NA	NA
PXD000948	36679	159	158	1	NA	NA
PXD000948	36679	88	88	NA	NA	NA
PXD000948	36679	115	115	NA	NA	NA
PXD000948	36679	88	88	NA	NA	NA
PXD000948	36679	69	69	NA	NA	NA
PXD000948	36679	70	70	NA	NA	NA
PXD000948	36679	35	34	1	NA	NA
PXD000948	36679	62	62	NA	NA	NA
PXD000948	36679	143	142	1	NA	NA
PXD000948	36679	177	177	NA	4	NA
PXD000948	36680	109	105	4	4	NA
PXD000948	36681	207	204	3	1	NA
PXD000948	36682	7	7	NA	NA	NA
PXD000948	36682	207	204	3	1	NA
PXD000948	36682	109	105	4	4	NA
PXD000948	36682	314	311	3	1	NA
PXD000948	36682	284	283	1	1	NA
PXD000948	36682	343	339	4	18	NA
PXD000948	36682	190	189	1	6	NA
PXD000948	36682	137	135	2	2	NA
PXD000948	36682	186	185	1	12	NA
PXD000948	36682	32	32	NA	NA	NA
PXD000948	36683	227	223	4	6	NA
PXD000948	36684	282	277	5	8	NA
PXD000948	36685	45	45	NA	NA	NA
PXD000948	36686	82	82	NA	NA	NA
PXD000948	36686	14	14	NA	NA	NA
PXD000948	36686	112	112	NA	5	NA
PXD000948	36686	190	189	1	1	NA
PXD000948	36686	225	224	1	13	NA
PXD000948	36686	871	864	7	10	NA
PXD000948	36686	725	713	12	9	NA
PXD000948	36686	571	570	1	10	NA
PXD000948	36686	241	238	3	3	NA
PXD000948	36686	777	769	8	12	NA
PXD000948	36687	42	42	NA	NA	NA
PXD000948	36688	32	32	NA	NA	NA
PXD000948	36689	186	185	1	12	NA
PXD000948	36690	67	67	NA	NA	NA
PXD000948	36691	156	156	NA	NA	NA
PXD000948	36692	50	50	NA	NA	NA
PRD000363	15885	2741	2739	2	42	NA
PRD000363	15886	2823	2816	7	46	NA
PRD000363	15887	2857	2850	7	42	1
PRD000363	15888	2992	2983	9	44	NA
PRD000363	15889	2462	2454	8	39	NA
PRD000363	15890	2306	2303	3	38	NA
PRD000363	15891	2693	2688	5	39	NA
PRD000363	15892	2636	2630	6	42	NA
PRD000363	15893	2512	2506	6	39	NA
PRD000363	15894	2747	2743	4	35	NA
PRD000363	15895	2695	2691	4	43	NA
PRD000363	15896	2507	2505	2	38	NA
PRD000363	15897	2630	2626	4	39	NA
PRD000363	15898	2437	2434	3	41	NA
PRD000363	15899	2826	2821	5	39	NA
PRD000363	15900	2658	2650	8	41	NA
PRD000363	15901	2878	2872	6	44	NA
PRD000363	15902	2573	2566	7	44	NA
PRD000363	15903	2567	2562	5	44	NA
PRD000363	15904	2622	2616	6	43	NA
PRD000363	15905	2030	2024	6	44	NA
PRD000363	15906	2138	2130	8	37	NA
PRD000363	15907	2328	2327	1	43	NA
PRD000363	15908	2370	2365	5	36	1
PRD000363	15909	2915	2908	7	40	NA
PRD000363	15910	2764	2758	6	45	NA
PRD000363	15911	2814	2808	6	48	NA
PRD000363	15912	2709	2703	6	39	NA
PRD000363	15913	2708	2704	4	39	NA
PRD000531	18606	356	356	NA	21	NA
PRD000531	18607	470	469	1	16	NA
PXD000450	31118	5701	5681	20	24	NA
PXD001162	38624	42635	42117	518	633	27
PXD001162	38625	50012	49297	715	983	45
PXD001162	38626	6030	5993	37	26	NA
PXD000355	31933	3003	2856	147	90	18
PXD000355	31934	2764	2680	84	39	13
PXD000355	31935	1952	1923	29	11	NA
PXD000355	31936	1634	1601	33	38	6
PXD000355	31937	2841	2638	203	27	42
PXD000355	31938	3402	3132	270	12	36
PXD000355	31939	2323	2133	190	2	4
PXD000355	31940	1940	1802	138	11	7
PRD000593	19835	160	159	1	NA	NA
PRD000593	19836	586	583	3	NA	NA
PRD000593	19837	508	508	NA	NA	NA
PRD000593	19838	470	469	1	NA	NA
PRD000593	19839	702	701	1	NA	1
PRD000593	19840	411	411	NA	NA	NA
PRD000593	19841	13	12	1	NA	1
PRD000593	19842	441	439	2	NA	NA
PRD000593	19843	1103	1100	3	NA	NA
PRD000593	19844	1007	1005	2	NA	NA
PRD000593	19845	96	96	NA	NA	NA
PRD000593	19846	84	83	1	NA	NA
PRD000593	19847	67	65	2	NA	NA
PRD000593	19848	59	59	NA	NA	NA
PRD000593	19849	137	137	NA	NA	NA
PRD000593	19850	146	145	1	NA	NA
PRD000593	19851	50	50	NA	NA	NA
PRD000593	19852	35	34	1	NA	NA
PRD000593	19853	142	141	1	NA	NA
PRD000593	19854	132	131	1	NA	NA
PRD000220	12018	2	NA	2	NA	NA
PRD000420	17118	404	403	1	NA	1
PRD000420	17119	54	54	NA	NA	NA
PRD000420	17120	44	44	NA	NA	NA
PRD000420	17121	28	28	NA	NA	NA
PRD000420	17122	22	22	NA	NA	NA
PRD000420	17123	17	17	NA	NA	NA
PRD000420	17124	17	17	NA	NA	NA
PRD000420	17125	7	7	NA	NA	NA
PRD000420	17126	13	13	NA	NA	NA
PRD000420	17127	18	18	NA	NA	NA
PRD000420	17128	9	9	NA	NA	NA
PRD000420	17129	11	11	NA	NA	NA
PRD000420	17130	14	14	NA	NA	NA
PRD000420	17131	14	14	NA	NA	NA
PRD000420	17132	17	17	NA	NA	NA
PRD000420	17133	9	9	NA	NA	NA
PRD000420	17134	16	16	NA	NA	NA
PRD000420	17135	15	15	NA	NA	NA
PRD000420	17136	9	9	NA	NA	NA
PRD000420	17137	4	4	NA	NA	NA
PRD000420	17138	5	5	NA	NA	NA
PRD000420	17139	19	18	1	NA	1
PRD000420	17140	2	2	NA	NA	NA
PRD000420	17141	2	2	NA	NA	NA
PRD000420	17142	1	1	NA	NA	NA
PRD000420	17143	2	2	NA	NA	NA
PRD000420	17144	5	5	NA	NA	NA
PRD000420	17145	3	3	NA	NA	NA
PRD000420	17146	6	6	NA	NA	NA
PRD000420	17147	9	9	NA	NA	NA
PRD000420	17148	5	5	NA	NA	NA
PRD000420	17149	3	3	NA	NA	NA
PRD000420	17150	3	3	NA	NA	NA
PRD000420	17151	1	1	NA	NA	NA
PXD001304	39662	150	143	7	2	NA
PXD001304	39663	744	719	25	4	NA
PXD001304	39664	436	407	29	13	NA
PRD000387	16470	3393	3204	189	359	8
PRD000067	7972	3	NA	3	NA	3
PRD000067	7973	32	12	20	NA	3
PRD000067	7974	31	13	18	NA	NA
PRD000067	7976	3	1	2	NA	NA
PRD000067	7978	25	11	14	NA	NA
PRD000067	7979	37	15	22	NA	NA
PRD000067	7981	30	8	22	NA	6
PRD000067	7983	19	9	10	NA	NA
PRD000067	7986	23	8	15	NA	NA
PRD000067	7987	11	3	8	NA	3
PRD000067	7988	48	21	27	NA	NA
PRD000067	7989	3	NA	3	NA	3
PRD000067	7991	17	5	12	NA	5
PRD000067	7992	2	1	1	NA	NA
PRD000067	7993	24	10	14	NA	NA
PRD000067	7994	3	NA	3	NA	3
PRD000067	7996	3	1	2	NA	NA
PRD000067	7998	9	3	6	NA	NA
PRD000067	8000	13	3	10	NA	3
PRD000067	8003	8	3	5	NA	NA
PRD000067	8004	2	NA	2	NA	2
PRD000067	8005	3	1	2	NA	NA
PRD000067	8006	3	1	2	NA	NA
PRD000067	8008	9	3	6	NA	NA
PRD000067	8009	3	NA	3	NA	3
PRD000067	8010	6	2	4	NA	NA
PRD000067	8011	7	2	5	NA	3
PRD000067	8012	3	NA	3	NA	3
PRD000067	8013	6	2	4	NA	NA
PRD000067	8014	3	NA	3	NA	3
PRD000067	8015	15	4	11	NA	3
PRD000067	8016	21	7	14	NA	3
PRD000067	8018	3	1	2	NA	NA
PRD000067	8020	33	9	24	NA	6
PRD000067	8021	8	3	5	NA	NA
PRD000067	8023	6	2	4	NA	NA
PRD000067	8025	12	4	8	NA	NA
PRD000067	8026	9	3	6	NA	NA
PRD000067	8028	6	2	4	NA	NA
PRD000067	8030	9	3	6	NA	NA
PRD000067	8031	26	10	16	NA	NA
PRD000067	8033	12	6	6	NA	NA
PRD000067	8035	1	1	NA	NA	NA
PRD000067	8036	36	11	25	NA	3
PRD000067	8038	23	10	13	NA	NA
PRD000067	8039	6	NA	6	NA	6
PRD000067	8043	7	3	4	NA	NA
PRD000067	8048	28	10	18	NA	3
PRD000067	8049	6	NA	6	NA	6
PRD000067	8050	1	1	NA	NA	NA
PRD000067	8053	25	10	15	NA	3
PRD000067	8054	18	7	11	NA	NA
PRD000067	8055	12	5	7	NA	NA
PRD000067	8056	6	2	4	NA	NA
PRD000067	8058	30	12	18	NA	NA
PRD000067	8059	9	3	6	NA	NA
PRD000067	8060	12	4	8	NA	NA
PRD000067	8063	15	6	9	NA	NA
PRD000067	8064	6	2	4	NA	NA
PRD000067	8065	16	4	12	NA	3
PRD000067	8066	9	3	6	NA	NA
PRD000067	8068	15	5	10	NA	NA
PRD000067	8069	44	17	27	NA	NA
PRD000067	8071	12	4	8	NA	NA
PRD000067	8073	36	13	23	NA	NA
PRD000067	8074	39	14	25	NA	NA
PRD000067	8077	42	18	24	NA	NA
PRD000067	8078	14	5	9	NA	NA
PRD000067	8079	45	17	28	NA	NA
PRD000067	8081	6	2	4	NA	NA
PRD000067	8082	61	23	38	NA	NA
PRD000067	8083	9	3	6	NA	NA
PRD000067	8084	26	8	18	NA	3
PRD000067	8086	12	3	9	NA	3
PRD000067	8087	3	1	2	NA	NA
PRD000067	8088	8	3	5	NA	NA
PRD000067	8089	31	10	21	NA	3
PRD000067	8091	3	1	2	NA	NA
PRD000067	8092	81	32	49	NA	NA
PRD000067	8093	20	7	13	NA	NA
PRD000067	8094	36	13	23	NA	3
PRD000067	8096	12	4	8	NA	NA
PRD000067	8097	9	3	6	NA	NA
PRD000067	8098	12	5	7	NA	NA
PRD000067	8099	55	26	29	NA	3
PRD000067	8101	6	2	4	NA	NA
PRD000067	8102	3	1	2	NA	NA
PRD000067	8103	27	11	16	NA	NA
PRD000067	8104	9	3	6	NA	NA
PRD000067	8105	3	1	2	NA	NA
PRD000067	8107	12	4	8	NA	NA
PRD000067	8108	19	8	11	NA	NA
PRD000067	8109	6	2	4	NA	NA
PRD000067	8112	9	3	6	NA	NA
PRD000067	8113	23	8	15	NA	3
PRD000067	8117	24	9	15	NA	NA
PRD000067	8118	32	13	19	NA	NA
PRD000067	8119	3	NA	3	NA	3
PRD000067	8120	6	NA	6	NA	6
PRD000067	8121	24	9	15	NA	NA
PRD000067	8122	32	14	18	NA	NA
PRD000067	8123	5	2	3	NA	NA
PRD000067	8124	20	7	13	NA	NA
PXD001327	39773	85	NA	85	NA	2
PXD001327	39774	77	NA	77	NA	4
PXD001327	39775	129	NA	129	NA	5
PXD001327	39776	93	NA	93	NA	1
PRD000204	11695	238	233	5	NA	NA
PRD000204	11696	833	832	1	NA	NA
PRD000204	11697	434	432	2	NA	2
PRD000204	11698	813	812	1	NA	1
PRD000204	11699	1025	1023	2	NA	1
PRD000204	11700	162	160	2	NA	NA
PRD000204	11701	240	234	6	NA	NA
PRD000204	11702	262	262	NA	NA	NA
PRD000204	11703	243	243	NA	NA	NA
PRD000204	11704	259	256	3	NA	NA
PRD000204	11705	219	213	6	NA	1
PRD000204	11706	110	110	NA	NA	NA
PRD000822	12011	87	87	NA	NA	NA
PXD000375	30323	2306	2235	71	18	2
PXD000375	30324	2238	2168	70	15	2
PXD000375	30325	2236	2182	54	13	1
PXD000375	30326	1790	1749	41	17	1
PXD000375	30327	1795	1755	40	13	1
PXD000375	30328	1693	1644	49	13	2
PXD000375	30329	2308	2228	80	19	2
PXD000375	30330	2252	2180	72	18	3
PXD000375	30331	2204	2125	79	17	2
